DRIFT_6	315.0253	315.5753	316.1253	1.1000	58.0000	58.0000
PS2.HK5	316.1253	316.2253	316.3253	0.2000	58.0000	58.0000
PS2.QH1F	316.3253	316.8753	317.4253	1.1000	58.0000	58.0000
DRIFT_3	317.4253	317.4603	317.4953	0.0700	58.0000	58.0000
PS2.BPM5	317.4953	317.5253	317.5553	0.0600	58.0000	58.0000
DRIFT_17	317.5553	317.6903	317.8253	0.2700	58.0000	58.0000
PS2.VK115	317.8253	317.9253	318.0253	0.2000	58.0000	58.0000
PS2.MQDS2F	318.0253	319.0253	320.0253	2.0000	61.0000	61.0000
DRIFT_3	320.0253	320.0603	320.0953	0.0700	61.0000	61.0000
PS2.BPM115	320.0953	320.1253	320.1553	0.0600	61.0000	61.0000
DRIFT_18	320.1553	328.4903	336.8253	16.6700	61.0000	61.0000
PS2.VK109	336.8253	336.9253	337.0253	0.2000	61.0000	61.0000
PS2.MQDS1F	337.0253	338.0253	339.0253	2.0000	61.0000	61.0000
DRIFT_3	339.0253	339.0603	339.0953	0.0700	61.0000	61.0000
PS2.BPM109	339.0953	339.1253	339.1553	0.0600	61.0000	61.0000
DRIFT_17	339.1553	339.2903	339.4253	0.2700	61.0000	61.0000
PS2.HK121	339.4253	339.5253	339.6253	0.2000	61.0000	61.0000
PS2.MQFS1F	339.6253	340.6253	341.6253	2.0000	61.0000	61.0000
DRIFT_3	341.6253	341.6603	341.6953	0.0700	61.0000	61.0000
PS2.BPM121	341.6953	341.7253	341.7553	0.0600	61.0000	61.0000
DRIFT_19	341.7553	347.6903	353.6253	11.8700	61.0000	61.0000
FOIL	353.6253	353.6253	353.6253	0.0000	61.0000	61.0000
DRIFT_20	353.6253	359.5253	365.4253	11.8000	61.0000	61.0000
PS2.HK122	365.4253	365.5253	365.6253	0.2000	61.0000	61.0000
PS2.MQFS1F	365.6253	366.6253	367.6253	2.0000	61.0000	61.0000
DRIFT_3	367.6253	367.6603	367.6953	0.0700	61.0000	61.0000
PS2.BPM122	367.6953	367.7253	367.7553	0.0600	61.0000	61.0000
DRIFT_17	367.7553	367.8903	368.0253	0.2700	61.0000	61.0000
PS2.VK110	368.0253	368.1253	368.2253	0.2000	61.0000	61.0000
PS2.MQDS1F	368.2253	369.2253	370.2253	2.0000	61.0000	61.0000
DRIFT_3	370.2253	370.2603	370.2953	0.0700	61.0000	61.0000
PS2.BPM110	370.2953	370.3253	370.3553	0.0600	61.0000	61.0000
DRIFT_18	370.3553	378.6903	387.0253	16.6700	61.0000	61.0000
PS2.VK116	387.0253	387.1253	387.2253	0.2000	61.0000	61.0000
PS2.MQDS2F	387.2253	388.2253	389.2253	2.0000	61.0000	61.0000
DRIFT_3	389.2253	389.2603	389.2953	0.0700	61.0000	61.0000
PS2.BPM116	389.2953	389.3253	389.3553	0.0600	58.0000	58.0000
DRIFT_17	389.3553	389.4903	389.6253	0.2700	58.0000	58.0000
PS2.HK6	389.6253	389.7253	389.8253	0.2000	58.0000	58.0000
PS2.QH1F	389.8253	390.3753	390.9253	1.1000	58.0000	58.0000
DRIFT_3	390.9253	390.9603	390.9953	0.0700	58.0000	58.0000
PS2.BPM6	390.9953	391.0253	391.0553	0.0600	58.0000	58.0000
DRIFT_12	391.0553	391.6403	392.2253	1.1700	58.0000	58.0000
MB	392.2253	394.1078	395.9903	3.7650	145.7000	110.9000
DRIFT_15	395.9903	396.3903	396.7903	0.8000	145.7000	110.9000
MB	396.7903	398.6728	400.5553	3.7650	145.7000	110.9000
DRIFT_6	400.5553	401.1053	401.6553	1.1000	58.0000	58.0000
PS2.VK29	401.6553	401.7553	401.8553	0.2000	58.0000	58.0000
PS2.QH2F	401.8553	402.4053	402.9553	1.1000	58.0000	58.0000
DRIFT_3	402.9553	402.9903	403.0253	0.0700	58.0000	58.0000
PS2.BPM29	403.0253	403.0553	403.0853	0.0600	58.0000	58.0000
DRIFT_12	403.0853	403.6703	404.2553	1.1700	58.0000	58.0000
MB	404.2553	406.1378	408.0203	3.7650	145.7000	110.9000
DRIFT_15	408.0203	408.4203	408.8203	0.8000	145.7000	110.9000
MB	408.8203	410.7028	412.5853	3.7650	145.7000	110.9000
DRIFT_6	412.5853	413.1353	413.6853	1.1000	69.0000	69.0000
PS2.HK59	413.6853	413.7853	413.8853	0.2000	69.0000	69.0000
PS2.QH3F	413.8853	415.0853	416.2853	2.4000	69.0000	69.0000
DRIFT_3	416.2853	416.3203	416.3553	0.0700	69.0000	69.0000
PS2.BPM59	416.3553	416.3853	416.4153	0.0600	69.0000	69.0000
DRIFT_3	416.4153	416.4503	416.4853	0.0700	69.0000	69.0000
SX1	416.4853	416.6353	416.7853	0.3000	69.0000	69.0000
DRIFT_7	416.7853	417.0853	417.3853	0.6000	69.0000	69.0000
PS2.VK89	417.3853	417.4853	417.5853	0.2000	50.0000	50.0000
PS2.QH4F	417.5853	418.2853	418.9853	1.4000	50.0000	50.0000
DRIFT_3	418.9853	419.0203	419.0553	0.0700	50.0000	50.0000
PS2.BPM89	419.0553	419.0853	419.1153	0.0600	50.0000	50.0000
DRIFT_3	419.1153	419.1503	419.1853	0.0700	50.0000	50.0000
SY2	419.1853	419.3353	419.4853	0.3000	50.0000	50.0000
DRIFT_9	419.4853	419.8853	420.2853	0.8000	50.0000	50.0000
MB	420.2853	422.1678	424.0503	3.7650	145.7000	110.9000
DRIFT_9	424.0503	424.4503	424.8503	0.8000	50.0000	50.0000
SY2	424.8503	425.0003	425.1503	0.3000	50.0000	50.0000
PS2.VK90	425.1503	425.2503	425.3503	0.2000	50.0000	50.0000
PS2.QH4F	425.3503	426.0503	426.7503	1.4000	50.0000	50.0000
DRIFT_3	426.7503	426.7853	426.8203	0.0700	50.0000	50.0000
PS2.BPM90	426.8203	426.8503	426.8803	0.0600	50.0000	50.0000
DRIFT_10	426.8803	427.2153	427.5503	0.6700	69.0000	69.0000
SX1	427.5503	427.7003	427.8503	0.3000	69.0000	69.0000
